project,class,n.branch,n.statement,n.mutant
o4_hadoop,org.apache.hadoop.yarn.server.webproxy.ProxyCA,61,155,1
o4_hadoop,org.apache.hadoop.io.EnumSetWritable,55,69,92
o4_hadoop,org.apache.hadoop.thirdparty.protobuf.UnknownFieldSet,223,346,491
o4_hadoop,org.apache.hadoop.net.NetworkTopology,245,353,931
o4_hadoop,org.apache.hadoop.util.LightWeightGSet,88,155,592
o4_hadoop,org.apache.hadoop.crypto.CryptoInputStream,208,366,987
o4_hadoop,org.apache.hadoop.net.DNS,62,114,137
o4_hadoop,org.apache.hadoop.ha.SshFenceByTcpPort,54,113,152
o4_hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair.QueueManager,131,222,309
o4_hadoop,org.apache.hadoop.thirdparty.protobuf.compiler.PluginProtos,909,1584,790
o4_hadoop,org.apache.hadoop.io.compress.zlib.ZlibCompressor,67,133,304
o4_hadoop,org.apache.hadoop.yarn.proto.YarnServerResourceManagerRecoveryProtos,1824,2787,1330
o4_hadoop,org.apache.hadoop.yarn.api.records.impl.pb.LocalResourcePBImpl,64,105,53
o4_hadoop,org.apache.hadoop.yarn.webapp.hamlet2.HamletGen,169,221,892
o4_hadoop,org.apache.hadoop.thirdparty.protobuf.AbstractMessage,133,184,374
o4_hadoop,org.apache.hadoop.yarn.server.nodemanager.metrics.NodeManagerMetrics,76,161,260
o4_hadoop,org.apache.hadoop.mapred.TaskLog,94,258,376
o4_hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.linux.resources.fpga.FpgaResourceAllocator,63,116,126
o4_hadoop,org.apache.hadoop.yarn.server.AMRMClientRelayer,108,287,81
o4_hadoop,org.apache.hadoop.thirdparty.com.google.common.util.concurrent.Monitor,219,303,448
o4_hadoop,org.apache.hadoop.yarn.proto.MRClientProtocol,250,312,139
o4_hadoop,org.apache.hadoop.io.retry.RetryPolicies,166,219,659
o4_hadoop,org.apache.hadoop.thirdparty.com.google.common.io.ByteSource,102,203,483
o4_hadoop,org.apache.hadoop.thirdparty.com.google.common.util.concurrent.CycleDetectingLockFactory,97,218,212
o4_hadoop,org.apache.hadoop.thirdparty.com.google.common.primitives.UnsignedLongs,94,127,840
o4_hadoop,org.apache.hadoop.conf.StorageUnit,94,93,343
o4_hadoop,org.apache.hadoop.io.compress.CompressionCodecFactory,70,138,123
o4_hadoop,org.apache.hadoop.fs.viewfs.NflyFSystem,174,374,608
o4_hadoop,org.apache.hadoop.yarn.proto.ApplicationClientProtocol,565,711,345
o4_hadoop,org.apache.hadoop.yarn.server.metrics.AMRMClientRelayerMetrics,100,134,161
o4_hadoop,org.apache.hadoop.security.token.delegation.ZKDelegationTokenSecretManager,184,469,1
o4_hadoop,org.apache.hadoop.fs.shell.FsUsage,60,128,361
o4_hadoop,org.apache.hadoop.metrics2.lib.MethodMetric,60,58,61
o4_hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair.FSParentQueue,52,1,1
o4_hadoop,org.apache.hadoop.mapreduce.jobhistory.HistoryViewer,122,209,417
o4_hadoop,org.apache.hadoop.mapreduce.lib.join.TupleWritable,68,110,445
o4_hadoop,org.apache.hadoop.security.authentication.server.JWTRedirectAuthenticationHandler,62,124,392
o4_hadoop,org.apache.hadoop.yarn.server.api.protocolrecords.impl.pb.RegisterNodeManagerRequestPBImpl,159,270,83
o4_hadoop,org.apache.hadoop.mapreduce.v2.app.webapp.AMWebServices,68,191,105
o4_hadoop,org.apache.hadoop.mapreduce.jobhistory.EventReader,79,77,14
o4_hadoop,org.apache.hadoop.thirdparty.com.google.common.reflect.TypeToken,277,410,370
o4_hadoop,org.apache.hadoop.thirdparty.protobuf.Field,405,721,844
o4_hadoop,org.apache.hadoop.fs.FileSystem,606,954,755
o4_hadoop,org.apache.hadoop.thirdparty.com.google.common.base.Joiner,61,95,55
o4_hadoop,org.apache.hadoop.ipc.ProtobufRpcEngine2,84,213,167
o4_hadoop,org.apache.hadoop.yarn.proto.CsiAdaptorProtocol,100,122,41
o4_hadoop,org.apache.hadoop.yarn.server.api.protocolrecords.impl.pb.RegisterNodeManagerResponsePBImpl,75,140,64
o4_hadoop,org.apache.hadoop.yarn.api.records.impl.pb.ContainerStatusPBImpl,107,179,121
o4_hadoop,org.apache.hadoop.mapred.QueueConfigurationParser,116,192,315
o4_hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.distributed.NodeQueueLoadMonitor,96,191,258
o4_hadoop,org.apache.hadoop.yarn.api.records.impl.pb.SchedulingRequestPBImpl,87,152,74
o4_hadoop,org.apache.hadoop.net.unix.DomainSocketWatcher,126,200,155
o4_hadoop,org.apache.hadoop.thirdparty.protobuf.Any,127,256,369
o4_hadoop,org.apache.hadoop.thirdparty.com.google.common.graph.AbstractBaseGraph,69,54,107
o4_hadoop,org.apache.hadoop.yarn.applications.distributedshell.Client,317,677,406
o4_hadoop,org.apache.hadoop.yarn.server.nodemanager.security.NMTokenSecretManagerInNM,69,131,71
o4_hadoop,org.apache.hadoop.crypto.key.kms.server.KMS,82,337,242
o4_hadoop,org.apache.hadoop.fs.Globber,106,182,77
o4_hadoop,org.apache.hadoop.thirdparty.com.google.common.primitives.Chars,118,165,851
o4_hadoop,org.apache.hadoop.io.IOUtils,113,158,331
o4_hadoop,org.apache.hadoop.yarn.proto.YarnServerNodemanagerServiceProtos,947,1512,751
o4_hadoop,org.apache.hadoop.yarn.client.cli.NodeCLI,63,205,199
o4_hadoop,org.apache.hadoop.yarn.server.resourcemanager.amlauncher.AMLauncher,72,180,1
o4_hadoop,org.apache.hadoop.yarn.api.protocolrecords.impl.pb.StartContainersResponsePBImpl,75,144,40
o4_hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.linux.runtime.docker.DockerClient,53,48,13
o4_hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair.converter.FSConfigToCSConfigConverter,86,212,199
o4_hadoop,org.apache.hadoop.service.launcher.ServiceLauncher,128,296,263
o4_hadoop,org.apache.hadoop.security.token.delegation.web.DelegationTokenAuthenticationHandler,74,159,187
o4_hadoop,org.apache.hadoop.mapreduce.v2.app.launcher.ContainerLauncherImpl,88,177,117
o4_hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.monitor.ContainerMetrics,52,116,201
o4_hadoop,org.apache.hadoop.yarn.client.api.impl.TimelineV2ClientImpl,124,253,211
o4_hadoop,org.apache.hadoop.fs.HarFileSystem,223,419,648
o4_hadoop,org.apache.hadoop.fs.TrashPolicyDefault,63,174,340
o4_hadoop,org.apache.hadoop.yarn.server.resourcemanager.placement.QueueMapping,57,74,157
o4_hadoop,org.apache.hadoop.mapreduce.tools.CLI,285,477,447
o4_hadoop,org.apache.hadoop.net.unix.DomainSocket,74,182,527
o4_hadoop,org.apache.hadoop.thirdparty.com.google.common.primitives.ImmutableDoubleArray,117,157,763
o4_hadoop,org.apache.hadoop.yarn.server.api.protocolrecords.impl.pb.NodeHeartbeatRequestPBImpl,132,233,78
o4_hadoop,org.apache.hadoop.thirdparty.com.google.common.base.Verify,51,76,283
o4_hadoop,org.apache.hadoop.thirdparty.com.google.common.io.Files,122,157,319
o4_hadoop,org.apache.hadoop.crypto.key.kms.KMSClientProvider,210,518,945
o4_hadoop,org.apache.hadoop.security.token.delegation.AbstractDelegationTokenIdentifier,63,110,187
o4_hadoop,org.apache.hadoop.yarn.event.AsyncDispatcher,89,172,187
o4_hadoop,org.apache.hadoop.util.ApplicationClassLoader,80,80,178
o4_hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity.queuemanagement.GuaranteedOrZeroCapacityOverTimePolicy,168,350,266
o4_hadoop,org.apache.hadoop.thirdparty.com.google.common.collect.AbstractMapBasedMultiset,68,110,245
o4_hadoop,org.apache.hadoop.yarn.server.applicationhistoryservice.records.impl.pb.ApplicationFinishDataPBImpl,55,95,40
o4_hadoop,org.apache.hadoop.security.SaslRpcServer,78,125,93
o4_hadoop,org.apache.hadoop.yarn.nodelabels.CommonNodeLabelsManager,317,548,600
o4_hadoop,org.apache.hadoop.thirdparty.protobuf.CodedInputStream,967,1550,1352
o4_hadoop,org.apache.hadoop.mapred.lib.MultipleOutputs,76,111,250
o4_hadoop,org.apache.hadoop.metrics2.sink.RollingFileSystemSink,153,267,555
o4_hadoop,org.apache.hadoop.yarn.proto.DistributedSchedulingAMProtocol,85,103,31
o4_hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.linux.resources.CGroupsHandlerImpl,105,221,245
o4_hadoop,org.apache.hadoop.yarn.server.sharedcachemanager.store.InMemorySCMStore,73,208,240
o4_hadoop,org.apache.hadoop.thirdparty.com.google.common.util.concurrent.Striped,78,116,427
o4_hadoop,org.apache.hadoop.fs.Options,99,147,263
o4_hadoop,org.apache.hadoop.io.compress.bzip2.Bzip2Compressor,54,110,377
o4_hadoop,org.apache.hadoop.yarn.server.resourcemanager.RMAuditLogger,89,159,545
o4_hadoop,org.apache.hadoop.crypto.key.KeyProvider,117,203,395
o4_hadoop,org.apache.hadoop.io.MapFile,204,404,581
o4_hadoop,org.apache.hadoop.mapreduce.v2.api.records.impl.pb.AMInfoPBImpl,53,89,45
o4_hadoop,org.apache.hadoop.yarn.api.records.impl.pb.ResourcePBImpl,71,132,132
o4_hadoop,org.apache.hadoop.mapreduce.jobhistory.TaskFailed,123,176,332
o4_hadoop,org.apache.hadoop.yarn.state.StateMachineFactory,56,130,100
o4_hadoop,org.apache.hadoop.yarn.server.resourcemanager.webapp.RMAppAttemptBlock,98,209,154
o4_hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.SchedulerApplicationAttempt,258,1,1
o4_hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.constraint.TargetApplicationsNamespace,56,81,84
o4_hadoop,org.apache.hadoop.thirdparty.protobuf.DescriptorProtos,8396,13833,6248
o4_hadoop,org.apache.hadoop.yarn.server.federation.store.records.impl.pb.SubClusterInfoPBImpl,69,109,52
o4_hadoop,org.apache.hadoop.yarn.server.api.protocolrecords.impl.pb.NMContainerStatusPBImpl,102,189,96
o4_hadoop,org.apache.hadoop.thirdparty.com.google.common.primitives.Shorts,123,169,843
o4_hadoop,org.apache.hadoop.fs.shell.Delete,60,100,211
o4_hadoop,org.apache.hadoop.thirdparty.com.google.common.cache.CacheBuilderSpec,142,166,351
o4_hadoop,org.apache.hadoop.mapreduce.task.reduce.Fetcher,140,343,1
o4_hadoop,org.apache.hadoop.mapreduce.v2.api.records.impl.pb.TaskAttemptReportPBImpl,107,184,79
o4_hadoop,org.apache.hadoop.yarn.proto.CsiAdaptorProtos,1801,3097,1234
o4_hadoop,org.apache.hadoop.yarn.api.records.impl.pb.ApplicationReportPBImpl,235,374,149
o4_hadoop,org.apache.hadoop.fs.shell.PathData,137,190,484
o4_hadoop,org.apache.hadoop.yarn.server.resourcemanager.monitor.capacity.QueuePriorityContainerCandidateSelector,95,191,1
o4_hadoop,org.apache.hadoop.mapreduce.lib.input.LineRecordReader,52,91,228
o4_hadoop,org.apache.hadoop.yarn.server.nodemanager.health.NodeHealthScriptRunner,62,86,127
o4_hadoop,org.apache.hadoop.thirdparty.protobuf.WireFormat,59,42,129
o4_hadoop,org.apache.hadoop.ha.ActiveStandbyElector,252,417,463
o4_hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair.FairSchedulerConfiguration,98,179,330
o4_hadoop,org.apache.hadoop.thirdparty.com.google.common.base.Predicates,111,152,259
o4_hadoop,org.apache.hadoop.yarn.proto.YarnSecurityTokenProtos,1762,2870,1506
o4_hadoop,org.apache.hadoop.thirdparty.com.google.common.hash.BloomFilter,69,105,427
o4_hadoop,org.apache.hadoop.security.authentication.util.ZKSignerSecretProvider,52,157,383
o4_hadoop,org.apache.hadoop.thirdparty.protobuf.Struct,158,236,341
o4_hadoop,org.apache.hadoop.yarn.logaggregation.filecontroller.LogAggregationFileController,65,177,251
o4_hadoop,org.apache.hadoop.mapreduce.Cluster,55,105,1
o4_hadoop,org.apache.hadoop.fs.shell.find.Find,120,193,212
o4_hadoop,org.apache.hadoop.mapreduce.v2.proto.MRServiceProtos,2906,4829,1939
o4_hadoop,org.apache.hadoop.mapreduce.jobhistory.JhCounter,59,88,129
o4_hadoop,org.apache.hadoop.security.token.DtFileOperations,66,119,185
o4_hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.container.ContainerImpl,365,763,552
o4_hadoop,org.apache.hadoop.security.token.delegation.AbstractDelegationTokenSecretManager,112,277,285
o4_hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.localizer.LocalResourcesTrackerImpl,122,211,157
o4_hadoop,org.apache.hadoop.security.LdapGroupsMapping,154,313,320
o4_hadoop,org.apache.hadoop.yarn.server.volume.csi.VolumeMetaData,65,93,55
o4_hadoop,org.apache.hadoop.metrics2.sink.ganglia.GangliaSink30,53,111,272
o4_hadoop,org.apache.hadoop.thirdparty.com.google.common.primitives.Booleans,107,145,866
o4_hadoop,org.apache.hadoop.mapreduce.jobhistory.JobHistoryEventHandler,434,1041,465
o4_hadoop,org.apache.hadoop.yarn.state.Graph,51,98,111
o4_hadoop,org.apache.hadoop.metrics2.source.JvmMetrics,65,146,304
o4_hadoop,org.apache.hadoop.thirdparty.org.checkerframework.checker.i18nformatter.I18nFormatUtil,119,163,328
o4_hadoop,org.apache.hadoop.log.LogLevel,70,140,295
o4_hadoop,org.apache.hadoop.http.HtmlQuoting,61,85,204
o4_hadoop,org.apache.hadoop.mapred.IFile,74,190,623
o4_hadoop,org.apache.hadoop.security.UserGroupInformation,414,752,808
o4_hadoop,org.apache.hadoop.yarn.proto.ResourceTracker,85,103,31
o4_hadoop,org.apache.hadoop.yarn.server.router.webapp.DefaultRequestInterceptorREST,62,115,121
o4_hadoop,org.apache.hadoop.yarn.service.utils.CoreFileSystem,54,161,184
o4_hadoop,org.apache.hadoop.ipc.Client,390,735,928
o4_hadoop,org.apache.hadoop.crypto.key.kms.ValueQueue,70,134,197
o4_hadoop,org.apache.hadoop.util.functional.RemoteIterators,66,122,81
o4_hadoop,org.apache.hadoop.fs.sftp.SFTPFileSystem,105,310,872
o4_hadoop,org.apache.hadoop.registry.server.services.RegistryAdminService,60,130,942
o4_hadoop,org.apache.hadoop.io.Text,162,234,725
o4_hadoop,org.apache.hadoop.yarn.util.timeline.TimelineEntityV2Converter,228,277,123
o4_hadoop,org.apache.hadoop.yarn.proto.SCMUploaderProtocol,70,84,14
o4_hadoop,org.apache.hadoop.yarn.api.protocolrecords.impl.pb.AllocateResponsePBImpl,245,394,113
o4_hadoop,org.apache.hadoop.yarn.client.cli.LogsCLI,455,875,707
o4_hadoop,org.apache.hadoop.mapreduce.jobhistory.HumanReadableHistoryViewerPrinter,73,295,262
o4_hadoop,org.apache.hadoop.security.http.CrossOriginFilter,64,115,702
o4_hadoop,org.apache.hadoop.thirdparty.protobuf.Value,370,551,857
o4_hadoop,org.apache.hadoop.yarn.util.resource.ResourceUtils,189,389,439
o4_hadoop,org.apache.hadoop.security.authorize.AccessControlList,101,105,1
o4_hadoop,org.apache.hadoop.fs.statistics.impl.IOStatisticsStoreImpl,61,124,156
o4_hadoop,org.apache.hadoop.fs.GlobExpander,58,76,263
o4_hadoop,org.apache.hadoop.fs.ContentSummary,72,126,317
o4_hadoop,org.apache.hadoop.fs.shell.CommandFormat,60,78,139
o4_hadoop,org.apache.hadoop.thirdparty.com.google.common.util.concurrent.Uninterruptibles,63,150,279
o4_hadoop,org.apache.hadoop.yarn.server.nodemanager.util.NodeManagerHardwareUtils,65,116,315
o4_hadoop,org.apache.hadoop.yarn.server.resourcemanager.resource.ResourceProfilesManagerImpl,56,96,113
o4_hadoop,org.apache.hadoop.jmx.JMXJsonServlet,73,175,138
o4_hadoop,org.apache.hadoop.fs.sftp.SFTPConnectionPool,73,135,188
o4_hadoop,org.apache.hadoop.yarn.conf.HAUtil,72,133,383
o4_hadoop,org.apache.hadoop.fs.ChecksumFileSystem,197,276,820
o4_hadoop,org.apache.hadoop.yarn.api.records.impl.pb.NodeReportPBImpl,144,224,106
o4_hadoop,org.apache.hadoop.yarn.server.resourcemanager.NodesListManager,199,327,361
o4_hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.linux.resources.numa.NumaResourceAllocator,62,168,161
o4_hadoop,org.apache.hadoop.mapreduce.v2.app.speculate.DefaultSpeculator,115,245,197
o4_hadoop,org.apache.hadoop.thirdparty.protobuf.RopeByteString,163,288,954
o4_hadoop,org.apache.hadoop.fs.shell.Ls,113,137,393
o4_hadoop,org.apache.hadoop.yarn.server.router.webapp.FederationInterceptorREST,151,476,332
o4_hadoop,org.apache.hadoop.yarn.service.component.instance.ComponentInstance,236,546,347
o4_hadoop,org.apache.hadoop.security.token.DtUtilShell,108,160,210
o4_hadoop,org.apache.hadoop.yarn.server.nodemanager.DirectoryCollection,116,239,252
o4_hadoop,org.apache.hadoop.mapreduce.lib.input.CombineFileInputFormat,202,303,440
o4_hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.distributed.CentralizedOpportunisticContainerAllocator,55,133,1
o4_hadoop,org.apache.hadoop.yarn.api.records.impl.pb.LogAggregationContextPBImpl,52,93,42
o4_hadoop,org.apache.hadoop.thirdparty.com.google.common.base.Splitter,90,117,437
o4_hadoop,org.apache.hadoop.thirdparty.com.google.common.primitives.Longs,151,195,602
o4_hadoop,org.apache.hadoop.conf.Configuration,878,1334,608
o4_hadoop,org.apache.hadoop.yarn.server.router.webapp.RouterWebServiceUtil,107,212,330
o4_hadoop,org.apache.hadoop.mapred.LocalDistributedCacheManager,65,118,86
o4_hadoop,org.apache.hadoop.thirdparty.com.google.common.hash.Murmur3_32HashFunction,93,176,797
o4_hadoop,org.apache.hadoop.yarn.server.timeline.EntityGroupFSTimelineStore,225,542,704
o4_hadoop,org.apache.hadoop.shaded.org.eclipse.jetty.websocket.common.io.ReadState,58,63,45
o4_hadoop,org.apache.hadoop.hdfs.server.blockmanagement.DatanodeStats,53,106,188
o4_hadoop,org.apache.hadoop.shaded.org.ehcache.impl.internal.classes.commonslang.ClassUtils,103,62,104
o4_hadoop,org.apache.hadoop.thirdparty.com.google.common.collect.Cut,104,108,123
o4_hadoop,org.apache.hadoop.hdfs.server.namenode.JournalSet,166,267,249
o4_hadoop,org.apache.hadoop.security.KDiag,187,404,567
o4_hadoop,org.apache.hadoop.hdfs.protocol.proto.EncryptionZonesProtos,2056,3460,1546
o4_hadoop,org.apache.hadoop.shaded.com.sun.jersey.json.impl.writer.Stax2JacksonWriter,165,201,433
o4_hadoop,org.apache.hadoop.shaded.com.google.gson.stream.JsonReader,640,627,622
o4_hadoop,org.apache.hadoop.shaded.org.eclipse.jetty.server.CookieCutter,160,177,172
o4_hadoop,org.apache.hadoop.shaded.io.netty.handler.codec.LengthFieldBasedFrameDecoder,58,100,370
o4_hadoop,org.apache.hadoop.http.HttpServer2,317,741,602
o4_hadoop,org.apache.hadoop.hdfs.server.namenode.snapshot.DirectorySnapshottableFeature,162,249,454
o4_hadoop,org.apache.hadoop.shaded.io.netty.util.ResourceLeakDetector,115,186,288
o4_hadoop,org.apache.hadoop.shaded.com.google.re2j.Simplify,68,64,148
o4_hadoop,org.apache.hadoop.shaded.com.microsoft.sqlserver.jdbc.SQLServerException,92,108,356
o4_hadoop,org.apache.hadoop.fs.contract.AbstractContractCreateTest,114,272,1
o4_hadoop,org.apache.hadoop.shaded.org.eclipse.jetty.webapp.WebAppContext,324,510,413
o4_hadoop,org.apache.hadoop.hdfs.server.federation.router.ConnectionManager,59,169,175
o4_hadoop,org.apache.hadoop.mapreduce.jobhistory.AMStarted,107,152,291
o4_hadoop,org.apache.hadoop.shaded.com.google.protobuf.UnknownFieldSet,207,320,441
o4_hadoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.QueueMetrics,288,506,502
o4_hadoop,org.apache.hadoop.hdfs.server.namenode.snapshot.AbstractINodeDiffList,105,129,517
o4_hadoop,org.apache.hadoop.shaded.org.eclipse.jetty.server.ShutdownMonitor,77,191,131
o4_hadoop,org.apache.hadoop.shaded.org.apache.commons.beanutils.BeanUtilsBean,220,345,1
o4_hadoop,org.apache.hadoop.shaded.org.apache.commons.configuration2.XMLPropertiesConfiguration,52,1,1
o4_hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.localizer.LocalResourceRequest,58,70,116
o4_hadoop,org.apache.hadoop.shaded.org.glassfish.grizzly.threadpool.AbstractThreadPool,89,163,253
o4_hadoop,org.apache.hadoop.mapreduce.counters.FrameworkCounterGroup,59,20,156
o4_hadoop,org.apache.hadoop.security.Credentials,82,168,101
o4_hadoop,org.apache.hadoop.shaded.org.xbill.DNS.Header,65,107,563
o4_hadoop,org.apache.hadoop.shaded.com.fasterxml.jackson.databind.deser.std.FactoryBasedEnumDeserializer,52,84,49
o4_hadoop,org.apache.hadoop.shaded.org.apache.commons.collections.map.MultiValueMap,72,112,106
o4_hadoop,org.apache.hadoop.shaded.org.checkerframework.checker.formatter.qual.ConversionCategory,59,67,711
o4_hadoop,org.apache.hadoop.shaded.org.apache.curator.shaded.com.google.common.io.Files,125,161,246
o4_hadoop,org.apache.hadoop.shaded.org.terracotta.offheapstore.paging.OffHeapStorageArea,204,381,642
o4_hadoop,org.apache.hadoop.shaded.org.codehaus.jackson.map.util.StdDateFormat,78,94,879
o4_hadoop,org.apache.hadoop.shaded.org.apache.commons.math3.distribution.AbstractRealDistribution,53,66,232
o4_hadoop,org.apache.hadoop.yarn.server.resourcemanager.RMAppManager,193,466,408
o4_hadoop,org.apache.hadoop.shaded.org.apache.http.util.ByteArrayBuffer,80,82,596
o4_hadoop,org.apache.hadoop.shaded.com.zaxxer.hikari.pool.PoolBase,163,244,548
o4_hadoop,org.apache.hadoop.shaded.org.apache.commons.text.TextStringBuilder,635,815,669
o4_hadoop,org.apache.hadoop.shaded.com.codahale.metrics.Slf4jReporter,57,143,219
o4_hadoop,org.apache.hadoop.ha.ZKFailoverController,156,396,578
o4_hadoop,org.apache.hadoop.yarn.api.protocolrecords.impl.pb.IncreaseContainersResourceResponsePBImpl,54,106,33
o4_hadoop,org.apache.hadoop.shaded.net.bytebuddy.jar.asm.commons.Remapper,54,81,131
o4_hadoop,org.apache.hadoop.shaded.org.ehcache.impl.internal.concurrent.ThreadLocalRandom,178,265,950
o4_hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.ContainerManagerImpl,401,930,569
o4_hadoop,org.apache.hadoop.shaded.org.apache.commons.math3.ode.JacobianMatrices,73,136,517
o4_hadoop,org.apache.hadoop.shaded.com.fasterxml.jackson.databind.node.TreeTraversingParser,106,123,78
o4_hadoop,org.apache.hadoop.hdfs.util.StripedBlockUtil,169,313,707
o4_hadoop,org.apache.hadoop.hdfs.server.federation.store.records.MembershipState,76,88,270
o4_hadoop,org.apache.hadoop.shaded.org.apache.commons.configuration2.builder.combined.CombinedConfigurationBuilder,127,283,444
o4_hadoop,org.apache.hadoop.yarn.logaggregation.AggregatedLogDeletionService,57,142,159
o4_hadoop,org.apache.hadoop.shaded.org.apache.curator.shaded.com.google.common.base.Strings,58,90,440
o4_hadoop,org.apache.hadoop.shaded.org.apache.commons.configuration2.CompositeConfiguration,87,1,1
o4_hadoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.linux.runtime.DockerLinuxContainerRuntime,267,597,320
o4_hadoop,org.apache.hadoop.shaded.com.fasterxml.jackson.core.json.WriterBasedJsonGenerator,526,1022,573
o4_hadoop,org.apache.hadoop.shaded.org.eclipse.jetty.xml.XmlParser,196,310,609
o4_hadoop,org.apache.hadoop.shaded.com.ctc.wstx.sax.WstxSAXParserFactory,75,80,69
o4_hadoop,org.apache.hadoop.shaded.org.eclipse.jetty.annotations.WebServletAnnotation,74,101,36
o4_hadoop,org.apache.hadoop.shaded.io.netty.handler.timeout.IdleStateHandler,113,183,274
